,Vaccination-Sentiment,user,text,user_description,location,country_code,long,latt,source,user_mentions,retweet_count
310,0,Katie Malone,@CallenFamily @markhumphrys @e1ais @pergyption The issue with vaccines nowadays is that people aren't getting them. https://t.co/uADPEsHqDn,We must laugh in the face of our helplessness against the forces of nature-or go insane-Charlie Chaplin,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'CallenFamily', 'name': '?? Mr Callen ??', 'id': 218468492, 'id_str': '218468492', 'indices': [0, 13]}, {'screen_name': 'markhumphrys', 'name': 'Mark Humphrys', 'id': 80001131, 'id_str': '80001131', 'indices': [14, 27]}, {'screen_name': 'e1ais', 'name': 'Big Sigh', 'id': 794810444, 'id_str': '794810444', 'indices': [28, 34]}, {'screen_name': 'pergyption', 'name': 'Shirsrom??', 'id': 3301735308, 'id_str': '3301735308', 'indices': [35, 46]}]",0
311,0,Susan Fitz,@OwensDamien And using the medical qualifications he obviously has to tell them not to bother with vaccines that save lives,"Wearer of many hats!! Woman, Wife and Mammy, Medical Secretary, Computer Geek, Nurse, Dental Nurse, CPR instructor, Kildare lily white living in Waterford",Ireland,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'OwensDamien', 'name': 'Damien Owens', 'id': 67725191, 'id_str': '67725191', 'indices': [0, 12]}]",0
312,0,Nicole Rose Dion,I'm not normally one to force people to do things. The exception is vaccines. GO GET YOUR FLU SHOT NOW!!,Web | Design | Social | Project Management // Client Services Mgr @EstiponaGroup | Co-VP Social Media @NCET | VP of Recognition @PRSASierra,"Reno, Nevada",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
313,0,ePotentia,#Social #Bots are Pouring the Pseudo into #Science. #Vaccines (Part I) https://t.co/KPoo7ehKhd,"Web and app hosting, development, marketing, security and a hint of data science. ePotentia, eCommerce Potential. Facebook:  https://t.co/5bovyuOZed","Largo, FL",,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",[],0
314,0,Glenn Hoppe,LaLaRueFrench75 @and_McDowell @EmmaGPaley @pookietooth @Charbrevolution @kenjaques @doritmi @Organic_Mumzy @dkegel B217,"Web Architect, Pixel Pusher, Procrastinator","Saskatoon, SK, Canada",,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i?S</a>","[{'screen_name': 'LaLaRueFrench75', 'name': '?Laura LaRue?', 'id': 73928056, 'id_str': '73928056', 'indices': [0, 16]}, {'screen_name': 'and_McDowell', 'name': 'Andy McD', 'id': 261190093, 'id_str': '261190093', 'indices': [17, 30]}, {'screen_name': 'EmmaGPaley', 'name': 'Emma Paley', 'id': 532393910, 'id_str': '532393910', 'indices': [31, 42]}, {'screen_name': 'pookietooth', 'name': 'Jennifer Redwine', 'id': 140166872, 'id_str': '140166872', 'indices': [43, 55]}, {'screen_name': 'Charbrevolution', 'name': 'Charisse Burchett', 'id': 3655550867, 'id_str': '3655550867', 'indices': [56, 72]}, {'screen_name': 'kenjaques', 'name': 'Ken Jaques', 'id': 224691493, 'id_str': '224691493', 'indices': [73, 83]}, {'screen_name': 'doritmi', 'name': '(((Dorit Reiss)))', 'id': 54886540, 'id_str': '54886540', 'indices': [84, 92]}, {'screen_name': 'Organic_Mumzy', 'name': 'Organic_Mumzy ?', 'id': 284122810, 'id_str': '284122810', 'indices': [93, 107]}, {'screen_name': 'dkegel', 'name': '(((dkegel)))', 'id': 17043460, 'id_str': '17043460', 'indices': [108, 115]}]",0
315,0,Mike Glennon,"@RealBobShields It's like accepting climate change, but not the efficacy of vaccines. Science isn't a pick-and-choose.","Web production for politics site, improv comedy, video games. Back off, ladies, I'm married.","Washington, DC",,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'screen_name': 'RealBobShields', 'name': 'Bobby Shields', 'id': 230347877, 'id_str': '230347877', 'indices': [0, 15]}]",0
316,0,Michael Zenilman,"#ptsafety trumps #unions . Vaccines work, Facemasks work. Choose. https://t.co/8YMkt0p8Ob","Weill Cornell Medicine; 
Chair of Surgery NY Presbyterian, Brooklyn Methodist Hospital
""improving Brooklyn's surgical health by system integration""",comments are my own opinion,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
317,0,Steve_of_the_Smith,@TheAaronColyer @BuzzFeedNews No. There's no mercury in vaccines.Thimerosal is not mercury metal. Autism is a spect https://t.co/XMuAMBZqo5,"Weirdo Twitter-noob here, chattin about music, pop culture, travel, nature, history and politics. Have a good one!  I am a therapist and musician if you care","California, USA",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'TheAaronColyer', 'name': 'Aaron Elijah Colyer', 'id': 858499820411002880, 'id_str': '858499820411002880', 'indices': [0, 15]}, {'screen_name': 'BuzzFeedNews', 'name': 'BuzzFeed News', 'id': 1020058453, 'id_str': '1020058453', 'indices': [16, 29]}]",0
318,0,ECHD Immunizations,"Flu vaccines reduce #flu illness, doctor visits, missed work &amp; school, and flu-related hospitalizations.... https://t.co/4VBM77aPdp",Welcome to the Immunizations page for the Ector County Health Department. Our goal is to provide the community with education & awareness on Immunizations.,"Odessa, TX",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
319,0,David Barrett,"RT @brianmlucey: Medically unqualified theological ideologue slams vaccines
https://t.co/92CahPq1mP
https://t.co/ORTtXz1nS0",Well im sitting on a windowsill blowing my horn. Nobodies up except the moon and me and a lazy ol tomcat on a midnight spree.,"?stanbul, Türkiye",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'brianmlucey', 'name': 'brian lucey', 'id': 45114987, 'id_str': '45114987', 'indices': [3, 15]}]",5
320,0,Paul Morgan,"RT @AIMautistic: Due to scare mongering by Wakefield Measles case's soared,UK are only now getting it under control. Vaccines  NOT cause Au","Welshman, atheist, skeptic, humanist, intensivist. Sepsis Lead @CV_UHB Lead Volunteer (Wales) @UKSepsisTrust",Cardiff,,,,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","[{'screen_name': 'AIMautistic', 'name': 'A.I.M', 'id': 794158005625438208, 'id_str': '794158005625438208', 'indices': [3, 15]}]",2
321,0,Rolando Garcia,The Vaccination Controversy #vaccineswork #vaccines https://t.co/8R8al2m7W3 https://t.co/TAnLSowQEC,What is and isnt science? How does science work? What are the limits of science? What masquerades as science? Why should you care?,"Maryland, USA",,,,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",[],1
322,0,jeannie c,"RT @DiseaseSymptom: Anti-vaxxers say it was hygiene that stopped these diseases, not vaccination.

#vaccines #vaccineswork #vaccination htt",what will be will be,"Indiana, USA",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'DiseaseSymptom', 'name': 'Disease Symptoms', 'id': 365613635, 'id_str': '365613635', 'indices': [3, 18]}]",24
323,0,Vonny,Good morning everyone except Catholic Bishops who think life saving vaccines make little girls promiscuous.,Whatever makes you happy. Whatever you want.,"Glasnevin, Dublin",,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",[],0
324,0,eggplant wizard,"RT @atulbutte: Predicting eclipses is not the only thing science can do. If you loved today, you should see what we have in vaccines &amp; clim",whatever.,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'atulbutte', 'name': 'Atul Butte', 'id': 262365030, 'id_str': '262365030', 'indices': [3, 13]}]",17254
325,0,J Timothy Cannon,"Infant and maternal tetanus eliminated from the Americas - thank you vaccines!

https://t.co/SsQ8PmXG0Z","What's News in Science, Medicine, and Technology

This is a monthly brown bag series that's open to everyone.  There is no structure - we pick links and go.","Scranton, PA",,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],0
326,0,Adam Crnobrnja,RT @Medscape: Adults who avoid #vaccines cost US economy $7 billion last year due to preventable illness. https://t.co/beTh9hkNRB https://t,Whats not to like?,"Amherst, OH",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'Medscape', 'name': 'Medscape', 'id': 16892009, 'id_str': '16892009', 'indices': [3, 12]}]",51
327,0,HonestMama2017,@brihana25 @Angelin_Sydney @ABC &amp; that's on top of all the kids who are at risk cause they're not old enough for certain vaccines yet!,What's the point of a bio. Just read my tweets!,Canada,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'brihana25', 'name': 'brihana davidson', 'id': 43356967, 'id_str': '43356967', 'indices': [0, 10]}, {'screen_name': 'Angelin_Sydney', 'name': 'Angelin Sydney', 'id': 481067488, 'id_str': '481067488', 'indices': [11, 26]}, {'screen_name': 'ABC', 'name': 'ABC News', 'id': 28785486, 'id_str': '28785486', 'indices': [27, 31]}]",0
328,0,Dien Drmwansa,RT @WHO: Thiomersal (ethylmercury) is used in very small amounts as a preservative in some vaccines. Ethylmercury does not pose a health ri,"When I grow up, I wanna awake daily to hang on my Rosary, put on my bow tie and walk to buy a newspaper then 'live' more for He reigns.

It's Crazy Out There!",Earth ,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'WHO', 'name': 'WHO', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}]",102
329,0,Berlov,"Oh yeah, it's not like the world is short of reasons to despise Hugh Hefner as it is, but he's also been on record https://t.co/Vz6onJcai0",When I was a young lad my elder brother introduced me to music for the first time. It was the worst thing I'd ever heard. By age 12 I knew I despised all music.,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
330,0,Mile Hi Native??,RT @_NotFakeNews_: Trump doesn't believe in science and neither does his base. They think vaccines cause issues. https://t.co/5dDny9Vrq3,"When injustice becomes law, resistance becomes duty ~ Thomas Jefferson~
Antifa gets paid in russian bitcoin.     

I cuss a lot.  Irish / Indigenous American",Mile Hi,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': '_NotFakeNews_', 'name': 'SCROTUS', 'id': 839300788702875649, 'id_str': '839300788702875649', 'indices': [3, 17]}]",17
331,0,gramma61,"@KY_Heart1959 @marrafam Maybe people ""get"" that vaccines work for most.","When someone says ""your side or my side"" ask them to recite the pledge.We are all Americans.Don't allow 45 to divide us.","Delaware, USA",US,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'KY_Heart1959', 'name': 'Sheila', 'id': 752729781972574208, 'id_str': '752729781972574208', 'indices': [0, 13]}, {'screen_name': 'marrafam', 'name': 'PragmaticUnmasker', 'id': 1078510842, 'id_str': '1078510842', 'indices': [14, 23]}]",0
332,0,?sis?,RT @FactsProfessor: 1.5 million children die every year from diseases preventable by vaccines according to the World Health Organization.,where soul meets body ?,"817, TX",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'FactsProfessor', 'name': 'Facts Professor', 'id': 335320739, 'id_str': '335320739', 'indices': [3, 18]}]",7
333,0,Luke Amos,beanbagpablo I understand being hesitant because vaccines are scary if you don't have any training but a little re B163,Where we're going we won't need eyes to see.,Cascadia,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'beanbagpablo', 'name': 'Brandon P. Petersen', 'id': 348122654, 'id_str': '348122654', 'indices': [0, 13]}]",0
334,0,Weaver Michaels,"VACCINES ROCK
https://t.co/dRPQ3Uxudl https://t.co/we7SH7vIT1",Who I am really doesn't matter. The point and not the person is what is most important. Think free.,"Ohio, USA",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
335,0,kathleen burns,https://t.co/urSsj4WEQB,why are there so many monsters in this world  that are violent to those that can not defend themselves? The greatest gift is kindness so hard to find. weary,"Queens, NY",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
336,0,Nothing Is Real,@DefconOneUG Vaccines are important and have been proven to help defend people from life threatening illnesses noth https://t.co/XTpAecArDn,why cant i just be a freaking bird I never signed up for any of this human crap and if i did then i was clearly not in my right mind i want to speak to a lawyer,Halloween Town,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'DefconOneUG', 'name': '?uo????', 'id': 912127806309523458, 'id_str': '912127806309523458', 'indices': [0, 12]}]",0
337,0,Heather Lewis,Share this with anyone who doubts vaccines. The U.K. just eliminated measles. https://t.co/0issyX1abk,"Widow striving to live in the 'present', love:  laughter, music, walking, nature, etc...........life!",Texas,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
338,0,Libby Burger,RT @Medscape: Adults who avoid #vaccines cost US economy $7 billion last year due to preventable illness. https://t.co/2wTWtfbP14 https://t,Wife and Mom to 3.  RN.  ?Iowa Hawkeyes?                ???Chicago Cubs ???,"Lake Forest, IL",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'Medscape', 'name': 'Medscape', 'id': 16892009, 'id_str': '16892009', 'indices': [3, 12]}]",51
339,0,Kristin Faller,"OwenBenjamin Would like to know if all the parents of trans 6 year olds are anti vaccine?  If so, why is it ok to https://t.co/IxoioyCWjT","Wife of a veteran raising 3 sons, daughter of Scottish Jew who became a Christian, grandchild of immigrants. ?????????#ProLife #1A #2A #Buckeye #WhoDat","New Orleans, LA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'OwenBenjamin', 'name': 'Owen Benjamin', 'id': 54716387, 'id_str': '54716387', 'indices': [0, 13]}]",0
340,0,Temie Giwa-Tubosun,"People die for the most strangest reasons. No blood, no oxygen, no anti venom, no vaccines, no essential drugs... no drips. And people die!","Wife, Mama, CEO of @LifeBankNigeria, @GHCorps Alumni. BBC 100 Women.","Lagos, Nigeria",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],9
341,0,Sarah,Just4TheCause @StopVaxxedLies @EmmaGPaley @Organic_Mumzy @and_kell @LaLaRueFrench75 @doritmi @Pentu_Tw1tter B142j,"Wife, mom, lawyer, carnivore",Rocky Mountains,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","[{'screen_name': 'Just4TheCause', 'name': 'Just for the Cause', 'id': 2795342280, 'id_str': '2795342280', 'indices': [0, 14]}, {'screen_name': 'StopVaxxedLies', 'name': 'Michelle', 'id': 760276209158586368, 'id_str': '760276209158586368', 'indices': [15, 30]}, {'screen_name': 'EmmaGPaley', 'name': 'Emma Paley', 'id': 532393910, 'id_str': '532393910', 'indices': [31, 42]}, {'screen_name': 'Organic_Mumzy', 'name': 'Organic_Mumzy ?', 'id': 284122810, 'id_str': '284122810', 'indices': [43, 57]}, {'screen_name': 'and_kell', 'name': 'Andrea', 'id': 38242184, 'id_str': '38242184', 'indices': [58, 67]}, {'screen_name': 'LaLaRueFrench75', 'name': '?Laura LaRue?', 'id': 73928056, 'id_str': '73928056', 'indices': [68, 84]}, {'screen_name': 'doritmi', 'name': '(((Dorit Reiss)))', 'id': 54886540, 'id_str': '54886540', 'indices': [85, 93]}, {'screen_name': 'Pentu_Tw1tter', 'name': 'Pentu Ptw1tter', 'id': 796345682596663296, 'id_str': '796345682596663296', 'indices': [94, 108]}]",0
